city,lat,lng,country,population
Abū Khashab,35.9358,40.0367,Syria,9046
Khāsbalanda,22.5881,88.6887,India,9046
Livno,43.8253,17.0058,Bosnia and Herzegovina,9045
Zwiesel,49.0167,13.2333,Germany,9045
Baniré Koré,15.2072,-9.1517,Mali,9044
Berching,49.1,11.4333,Germany,9044
Bolokhovo,54.0833,37.8333,Russia,9043
Harahan,29.9374,-90.2031,United States,9043
Andilana Avaratra,-17.35,48.5333,Madagascar,9042
La Ravoire,45.56,5.96,France,9042
Janhapāra,21.339,83.731,India,9042
Fossombrone,43.7,12.8167,Italy,9042
Breckerfeld,51.2667,7.4667,Germany,9041
Rye,50.95,0.73,United Kingdom,9041
Podenzano,44.95,9.6833,Italy,9041
San Sebastián,18.3356,-66.9948,Puerto Rico,9041
Sanger,33.3715,-97.1678,United States,9041
Ban Ngio Ngam,17.6671,100.1754,Thailand,9040
Santa Sylvina,-27.7833,-61.15,Argentina,9040
Leven,56.195,-2.9942,United Kingdom,9040
Warkan,25.0331,72.6862,India,9040
Dadrewa,28.6728,75.2328,India,9040
Old Orchard Beach,43.5239,-70.3904,United States,9040
Verkhnyaya Tura,58.3594,59.8175,Russia,9039
Chārakunda,16.6916,78.7054,India,9039
Monteroni d’Arbia,43.2333,11.4167,Italy,9039
Iijima,35.6767,137.9198,Japan,9038
Méridiala,12.0917,-7.2592,Mali,9037
Travis Ranch,32.8015,-96.4775,United States,9037
Bérégadougou,10.7667,-4.75,Burkina Faso,9036
Aadorf,47.5,8.9,Switzerland,9036
Tājpur,25.9022,84.5055,India,9036
Villa Castelli,40.5833,17.4833,Italy,9036
Nová Paka,50.4897,15.5136,Czechia,9035
Bockhorn,53.4,8.0167,Germany,9035
Breinigsville,40.5394,-75.6347,United States,9035
Ādamī Tulu,7.8667,38.7,Ethiopia,9034
Gohi Bishunpur,25.9275,85.8626,India,9034
Lapeer,43.0447,-83.3253,United States,9034
Waldheim,51.0667,13.0167,Germany,9033
Ksar Belezma,35.6756,5.9033,Algeria,9033
North Merritt Island,28.4585,-80.7162,United States,9033
Çayırlı,39.8056,40.0364,Turkey,9032
Westerland,54.91,8.3075,Germany,9032
Doberlug-Kirchhain,51.6167,13.5667,Germany,9032
Furth im Wald,49.3097,12.84,Germany,9032
Highland Park,42.4052,-83.0977,United States,9032
Bougival,48.8667,2.1333,France,9031
Les Sorinières,47.1472,-1.5286,France,9031
Porto Tolle,44.95,12.3167,Italy,9031
Dunbar,56.0027,-2.5169,United Kingdom,9030
Nanzhuang,24.5699,121.0157,Taiwan,9029
Dharampur,25.2417,82.2331,India,9029
Monticello Conte Otto,45.6,11.5833,Italy,9029
Tuscumbia,34.7204,-87.7035,United States,9029
Velyki Luchky,48.4167,22.5667,Ukraine,9028
Nhân Trạch,19.05,105.55,Vietnam,9028
Kurichedu,15.9,79.5833,India,9027
Kannāl,18.6938,79.4288,India,9027
Katsuyama,35.0876,133.6913,Japan,9027
Booneville,34.6643,-88.5684,United States,9027
Pullach im Isartal,48.05,11.5167,Germany,9026
Hemmoor,53.7025,9.1394,Germany,9026
Pivnichne,48.3886,37.9067,Ukraine,9024
Sint-Martens-Lennik,50.8,4.15,Belgium,9024
Rāmpur Khajuriyā,26.3923,84.7688,India,9024
Douglas,42.0524,-71.7515,United States,9024
Ampasimpotsy-Gara,-18.9667,48.35,Madagascar,9023
Ceelbuur,4.685,46.6175,Somalia,9023
Coqueiral,-21.1861,-45.4439,Brazil,9023
Manatuto,-8.5167,126.0167,Timor-Leste,9022
Barwell,52.5682,-1.3462,United Kingdom,9022
Sāhāpur,22.52,88.17,India,9022
Westwood,42.3031,-85.6286,United States,9022
Odžaci,45.5167,19.2667,Serbia,9021
Zalishchyky,48.65,25.7333,Ukraine,9021
Beckwith,45.0833,-76.0667,Canada,9021
Arico el Nuevo,28.1667,-16.4667,Spain,9020
Blairgowrie,56.5916,-3.3405,United Kingdom,9020
Cupar,56.32,-3.01,United Kingdom,9020
Nādol,25.367,73.45,India,9020
Bala Cynwyd,40.0116,-75.2283,United States,9020
Muhos,64.8,26,Finland,9019
Tomblaine,48.6833,6.2167,France,9019
Kaniwāra,22.2145,79.7366,India,9019
Māli,25.6549,86.7275,India,9019
Foiano della Chiana,43.25,11.8167,Italy,9019
Gretna,41.1314,-96.245,United States,9019
Moman Barodiya,23.6042,76.3364,India,9018
Hampstead,42.8821,-71.171,United States,9018
Neustadt,50.7333,11.75,Germany,9017
San Francisco,14.1167,-88.3667,Honduras,9017
Ban Wang Pradu,16.76,100.35,Thailand,9016
Karlıova,39.2992,41.0142,Turkey,9016
San Ignacio,9.7997,-84.163,Costa Rica,9016
Mandīshah,28.3515,28.9317,Egypt,9016
Bābai Kalān,22.8313,78.6774,India,9016
Aplao,-16.0713,-72.4882,Peru,9015
Estanzuelas,13.65,-88.5,El Salvador,9015
Coronel Du Graty,-27.6667,-60.9333,Argentina,9015
Lakhna,25.8865,87.6001,India,9015
Dhauni,24.9901,87.0011,India,9015
Madhurāpur,25.9456,85.9759,India,9015
Bāsdeopur,25.3909,86.6821,India,9014
Hatti Mattūr,14.9435,75.4239,India,9014
Nārsingi,18.0446,78.4254,India,9014
Akat Amnuai,17.5898,103.9859,Thailand,9013
Treia,43.3111,13.3125,Italy,9013
Craig,40.5171,-107.5554,United States,9013
Kaeng Khro,16.1086,102.2581,Thailand,9012
Mburucuyá,-28.05,-58.2333,Argentina,9012
Hārua,24.5257,87.9898,India,9012
Gerstungen,50.9625,10.0597,Germany,9011
Labrador City,52.95,-66.9167,Canada,9011
Argudan,43.42,43.92,Russia,9010
Brand-Erbisdorf,50.8689,13.3219,Germany,9010
Morānha,27.1874,94.9156,India,9010
Blacklick Estates,39.9049,-82.8655,United States,9010
Derby,39.84,-104.9172,United States,9009
Kasane,-17.8167,25.15,Botswana,9008
Caxias,38.702,-9.276,Portugal,9007
Rio del Mar,36.9607,-121.8807,United States,9007
Burgos,16.525,120.4583,Philippines,9006
Tutrakan,44.05,26.6167,Bulgaria,9006
Mishrikot,15.2465,75.0567,India,9006
Perondi,40.7833,19.9333,Albania,9005
Seneca Falls,42.9136,-76.7904,United States,9005
Rafard,-23.0117,-47.5269,Brazil,9004
Furtwangen im Schwarzwald,48.0503,8.2092,Germany,9004
Le Teich,44.6347,-1.0225,France,9004
Venturina,43.0278,10.6033,Italy,9004
Lunner,60.2528,10.6672,Norway,9003
Tha Luang,15.0697,101.1182,Thailand,9003
Chanco,-36.2859,-72.7107,Chile,9003
Chanco,-36.2667,-72.7167,Chile,9003
Kambaneri Pudukkudi,9.0685,77.3795,India,9003
Crvenka,45.6583,19.4556,Serbia,9001
Mādhavaram,16.89,81.5937,India,9001
Lago Vista,30.4519,-97.9908,United States,9001
Aïn el Mediour,30.4,-8.8833,Morocco,9000
Chiţcani,46.7833,29.6167,Moldova,9000
Maropaika,-22.7,46.9833,Madagascar,9000
Morafeno,-14.4,50.0333,Madagascar,9000
Soamahamanina,-18.9833,47.0167,Madagascar,9000
Ambodivoanio,-16.1833,49.6667,Madagascar,9000
Tsimafana,-19.7167,44.5833,Madagascar,9000
Sahatsiho-Ambohimanjaka,-20.2,47.0333,Madagascar,9000
Ranopiso,-25.05,46.6667,Madagascar,9000
Ivandrika,-22.8667,47.7333,Madagascar,9000
Marotolana,-14.65,48.9833,Madagascar,9000
Ambatoria,-14.5,48.95,Madagascar,9000
Lanivo,-22.2833,47.8167,Madagascar,9000
Sarasambo,-25.1,46.7833,Madagascar,9000
Antambohobe,-22.3,46.7667,Madagascar,9000
Ambalajia,-17.4833,46.1167,Madagascar,9000
Nato,-22.3,47.8167,Madagascar,9000
Mahamaibe,-21.75,47.8833,Madagascar,9000
Mitanty,-21.7333,48,Madagascar,9000
Salobe,-23.5333,44.7167,Madagascar,9000
Ambariokorano,-15.8833,48.9667,Madagascar,9000
Vohilava,-21.7667,47.9167,Madagascar,9000
Vatananto,-23.6667,47.25,Madagascar,9000
Iara,-23.0833,47.4333,Madagascar,9000
Ampary,-19.1833,46.5833,Madagascar,9000
Ambalaromba,-14.6667,49.3333,Madagascar,9000
Ambatoharanana,-16.4333,49.5833,Madagascar,9000
Befotaka,-20.8333,45.6667,Madagascar,9000
Soamanonga,-23.8667,44.7833,Madagascar,9000
Bemaharivo,-16.1333,46.4,Madagascar,9000
Anteza,-21.6667,47.85,Madagascar,9000
Bekopaka,-19.0167,44.85,Madagascar,9000
Antaly,-24.3833,44.4,Madagascar,9000
Anjialava,-14.0667,49.7333,Madagascar,9000
Ankarana-Miraihina,-23.0833,47.6333,Madagascar,9000
Tsaratanana,-15.65,47.85,Madagascar,9000
Antsaidoha-Bebao,-17.3667,44.55,Madagascar,9000
Nosibe,-13.15,49.8,Madagascar,9000
Soanierana,-25,46.8833,Madagascar,9000
Ambatolahy,-19.7333,47.2833,Madagascar,9000
Soanenga,-16.5,44.6,Madagascar,9000
Mahabo,-24.2833,45.2153,Madagascar,9000
Manampaneva,-16.05,48.6833,Madagascar,9000
Manja,-21.4333,44.3333,Madagascar,9000
Ambinanin’ Andravory,-13.7667,49.75,Madagascar,9000
Belinta,-19.95,45.1167,Madagascar,9000
Marovatolena,-15.1833,47.65,Madagascar,9000
Morarano,-19.4333,47.4833,Madagascar,9000
Antsahavaribe,-13.85,49.8667,Madagascar,9000
Antseza,-16.2167,45.8667,Madagascar,9000
Andribavontsona,-15.4,47.5167,Madagascar,9000
Ankiliabo,-24.6833,44.7167,Madagascar,9000
Antanankambano,-22.05,47.4833,Madagascar,9000
Alakamisy-Ambohimahazo,-20.4,47.35,Madagascar,9000
Benato-Toby,-23.0833,45.8667,Madagascar,9000
Ankirihitra,-16.7667,46.45,Madagascar,9000
Antsatramidola,-15.6333,48.9667,Madagascar,9000
Amboronabo,-22.6667,44.4,Madagascar,9000
Manevy,-24.3833,46.8,Madagascar,9000
Beparasy,-19.1667,48.0333,Madagascar,9000
Tandrano,-22.0833,44.6333,Madagascar,9000
Fierenana,-18.4833,48.4,Madagascar,9000
Ambarimaninga,-16.5,46,Madagascar,9000
Ambodimahabibo,-15.7333,48.0833,Madagascar,9000
’s-Gravendeel,51.7833,4.6167,Netherlands,9000
Dhībān,35.0025,40.5117,Syria,9000
Dahbed,39.7636,66.9131,Uzbekistan,9000
Qahramon,40.305,68.6017,Uzbekistan,9000
Lo Miranda,-34.19,-70.89,Chile,9000
Bovingdon,51.7231,-0.5367,United Kingdom,9000
Diabugu,13.3833,-14.4,"Gambia, The",9000
Jangalapalli,14.4818,79.8906,India,9000
Urpāar,31.0537,75.9652,India,9000
Lohara,29.1667,77.2167,India,9000
Rohera,24.6102,72.964,India,9000
Ugamedi,22.001,71.6481,India,9000
Tikar,23.15,71.1,India,9000
Gisborne,-37.49,144.5889,Australia,8999
Carneiros,-9.4828,-37.3769,Brazil,8999
Marcação,-6.77,-35.015,Brazil,8999
Puerto Octay,-40.9667,-72.9,Chile,8999
Patūt,25.4658,84.814,India,8999
Hetanpur,25.5821,85.5495,India,8999
Kalicherla,13.8833,78.5333,India,8999
Rarz,39.3803,68.7442,Tajikistan,8998
San Pedro Atocpan,19.2006,-99.0492,Mexico,8997
Turín,13.9667,-89.8167,El Salvador,8997
Mbamba Bay,-11.2833,34.7717,Tanzania,8997
Neuötting,48.2167,12.6833,Germany,8997
Dholbāja,26.2674,87.2761,India,8997
Novyi Svit,47.8167,38.0333,Ukraine,8996
Zschopau,50.75,13.0667,Germany,8996
Almusafes,39.2903,-0.4147,Spain,8996
Hirehāluhosahalli,15.0105,76.836,India,8996
Lake Park,26.7998,-80.0681,United States,8996
Glens Falls North,43.335,-73.6832,United States,8996
Guichen,47.9681,-1.7939,France,8995
Rājod,22.9501,75.064,India,8995
Olney,38.7285,-88.0839,United States,8995
Pomichna,48.25,31.4167,Ukraine,8994
Panasapādu,17.0185,82.2349,India,8994
Druento,45.1333,7.5833,Italy,8994
Yelnya,54.5833,33.1833,Russia,8993
Lamorlaye,49.1556,2.4417,France,8993
Settivāripalle,14.7543,78.7649,India,8993
Peddannavāripalle,14.2535,78.3384,India,8993
Ixtapa Zihuatanejo,17.6367,-101.5514,Mexico,8992
Podu Iloaiei,47.2167,27.2667,Romania,8992
Perl,49.4667,6.3667,Germany,8992
Veauche,45.5619,4.2781,France,8992
Harleysville,40.2792,-75.3873,United States,8992
Säffle,59.1333,12.9333,Sweden,8991
Icaraíma,-23.3833,-53.6833,Brazil,8991
Devanāngurichchi,11.3895,77.8547,India,8991
Gacko,43.1667,18.5333,Bosnia and Herzegovina,8990
Kāndra,22.8517,86.0519,India,8990
Rice Lake,45.4864,-91.7447,United States,8990
Had Dra,31.5833,-9.5333,Morocco,8989
Apahida,46.8078,23.74,Romania,8989
Kozova,49.4319,25.1594,Ukraine,8989
Iscuandé,2.4444,-77.9717,Colombia,8989
Gudlūru,15.0667,79.9,India,8989
Chundale,11.5739,76.0578,India,8989
Shelburne,44.0833,-80.2,Canada,8989
Ardooie,50.9667,3.1833,Belgium,8988
Togou,13.5917,-5.9986,Mali,8987
Dulce Nombre de María,14.15,-89.0167,El Salvador,8987
Santana do Manhuaçu,-20.1078,-41.925,Brazil,8987
Wenzenbach,49.0747,12.1944,Germany,8987
Kanchanpalli,17.7427,79.3128,India,8987
East Nottingham,39.7621,-75.9705,United States,8987
Foum Zguid,30.0833,-6.8667,Morocco,8986
Urdinarrain,-32.6856,-58.8867,Argentina,8986
Bassenge,50.7667,5.6,Belgium,8986
Denbigh,53.1854,-3.4178,United Kingdom,8986
Hirayama,33.65,130.5,Japan,8986
Kosum Phisai,16.243,103.0627,Thailand,8984
Arboledas,7.6667,-72.75,Colombia,8984
Telaprolu,16.586,80.89,India,8984
Yarmouth,43.7978,-70.1719,United States,8984
Almargem,38.8475,-9.2714,Portugal,8983
Tiou,11.95,-2.2,Burkina Faso,8983
Seydunganallūr,8.6624,77.8293,India,8983
Chilón,17.1055,-92.2715,Mexico,8982
Kirs,59.35,52.25,Russia,8982
Puerto Lleras,3.2694,-73.375,Colombia,8982
Hilzingen,47.7653,8.7844,Germany,8982
Khiriāwān,25.112,84.4017,India,8982
Pulaski,37.0528,-80.7624,United States,8982
Yapraklı,40.7572,33.7789,Turkey,8981
Brooksville,28.5404,-82.3903,United States,8981
Lopatcong,40.7091,-75.1551,United States,8981
Stanley,49.1331,-98.0656,Canada,8981
San Francisco Ixhuatan,16.35,-94.4833,Mexico,8980
Acobamba,-12.8431,-74.5694,Peru,8980
Kattamūru,17.08,82.13,India,8980
Bayabas,8.9678,126.2817,Philippines,8979
Akpassi,8.45,1.8833,Benin,8979
Hosūru,15.3797,77.4598,India,8978
Sanganakallu,15.1847,76.9703,India,8978
Pulimākkal,9.65,76.7167,India,8978
Taber,49.7847,-112.1508,Canada,8978
Huasco,-28.4664,-71.2192,Chile,8977
Sarzeau,47.5281,-2.7686,France,8977
Pedda Pendyāla,17.923,79.4085,India,8977
Higuera de Zaragoza,25.95,-109.2833,Mexico,8976
Leisure World,39.1023,-77.0689,United States,8975
Uspenka,48.3939,39.1536,Ukraine,8974
Linares,1.35,-77.5333,Colombia,8974
Ponnāda,18.2536,83.9012,India,8974
Bhirua,25.8509,86.3319,India,8974
Barwān,23.9379,87.935,India,8974
Grabels,43.6486,3.8025,France,8973
Iseo,45.65,10.05,Italy,8973
Saline,42.174,-83.778,United States,8973
Tepechitlán,21.6667,-103.3333,Mexico,8972
Dzhalka,43.3189,45.9936,Russia,8972
Pena Forte,-7.8289,-39.0769,Brazil,8972
Yekāmbarakuppam,13.3168,79.5678,India,8972
Fitzgerald,31.7134,-83.2514,United States,8972
Evergreen,39.6349,-105.3356,United States,8972
Lerma,19.8,-90.6,Mexico,8971
Thung Sai,16.2955,99.8089,Thailand,8971
Roztoky,50.1614,14.3869,Czechia,8971
Talevad,17.17,75.96,India,8971
Mahamda,25.8108,84.7874,India,8970
Pararia,25.6492,86.7501,India,8970
Tulbagh,-33.285,19.1378,South Africa,8969
Valea lui Mihai,47.52,22.13,Romania,8969
Ianca,45.135,27.4747,Romania,8969
Vrhnika,45.9624,14.2937,Slovenia,8969
Borgoricco,45.5167,11.9667,Italy,8969
Kelso,-33.4189,149.6058,Australia,8968
Miradouro,-20.8908,-42.3428,Brazil,8968
Lolokhur,26.4136,87.4012,India,8968
Perkiomen,40.2316,-75.4644,United States,8968
Al Yādūdah,32.6653,36.0611,Syria,8967
Neuried,48.0933,11.4658,Germany,8967
Fort Irwin,35.2477,-116.6834,United States,8967
Tzitzio,19.5856,-100.9231,Mexico,8966
Saint Sampson,49.4819,-2.5411,Guernsey,8966
Kharsāwān,22.7909,85.831,India,8965
Siachoque,5.5,-73.2333,Colombia,8964
Cloverdale,38.7962,-123.0152,United States,8964
Plainedge,40.7241,-73.477,United States,8963
Ortenberg,50.3558,9.0553,Germany,8962
Cheste,39.4797,-0.6844,Spain,8962
Mudgere,13.137,75.606,India,8962
Park Forest Village,40.7996,-77.9084,United States,8962
Aver-o-Mar,41.4,-8.7667,Portugal,8961
Gonfreville-l’Orcher,49.5058,0.2342,France,8961
Grenade,43.7722,1.2936,France,8961
Tovāla,8.2312,77.506,India,8961
Fredensborg,55.975,12.4056,Denmark,8960
Sileby,52.731,-1.106,United Kingdom,8959
Segni,41.6833,13.0167,Italy,8959
Nuquí,5.7167,-77.2667,Colombia,8958
Ūnagatla,16.9611,81.661,India,8958
Sheffield Lake,41.4883,-82.0979,United States,8958
Sarenja,25.4449,83.8942,India,8957
Gāzulapalle,15.4036,78.6176,India,8957
Oak Grove,45.3409,-93.3264,United States,8956
Hlobyne,49.3903,33.2503,Ukraine,8955
Rio das Flores,-22.1678,-43.5858,Brazil,8954
Wangdue Phodrang,27.4833,89.9,Bhutan,8954
Villamediana de Iregua,42.4333,-2.4167,Spain,8954
Sānchi,23.4865,77.7378,India,8954
San Francisco Chimalpa,19.4419,-99.3419,Mexico,8953
Borskoye,53.0261,51.6983,Russia,8953
Fuldabrück,51.4,9.4667,Germany,8953
Zacháro,37.4833,21.65,Greece,8953
Bayyavaram,17.6638,82.942,India,8953
Kusmaul,26.1911,87.1311,India,8953
Tvrdošín,49.3343,19.5548,Slovakia,8952
Velden am Wörthersee,46.6,14.0333,Austria,8952
Yaguará,2.6661,-75.5186,Colombia,8952
Noventa Vicentina,45.2833,11.5333,Italy,8952
Bazimini,-12.1833,44.45,Comoros,8952
Donnacona,46.6747,-71.7294,Canada,8952
Sucha Beskidzka,49.7403,19.5886,Poland,8951
Emirgazi,37.9022,33.8372,Turkey,8949
Mnichovo Hradiště,50.5214,14.9736,Czechia,8949
Karadge,16.42,74.58,India,8949
Phulhara,25.8937,86.13,India,8949
Vanavāsi,11.7523,77.8779,India,8949
Groß Kreutz,52.4,12.7833,Germany,8948
Ouled Rahou,36.0069,0.5919,Algeria,8948
Sambhu Chak,26.4081,84.9227,India,8948
Bawāna,28.762,77.063,India,8948
Aviano,46.0667,12.5833,Italy,8948
Villa Aberastain,-31.65,-68.5833,Argentina,8946
Angelópolis,6.1333,-75.7,Colombia,8946
Ben Chicao,36.1997,2.8486,Algeria,8946
Cébazat,45.8322,3.1006,France,8946
Bāba Bakāla,31.555,75.2656,India,8946
Bloomingdale,36.5793,-82.5096,United States,8946
Natuba,-7.6408,-35.55,Brazil,8945
Bhelsi,24.7866,79.1281,India,8945
Jasauli Patti,26.4912,84.8818,India,8945
Dalavāypattanam,10.6747,77.4845,India,8945
West Donegal,40.1297,-76.6226,United States,8945
Haledon,40.9363,-74.1887,United States,8945
Attnang-Puchheim,48.0167,13.7197,Austria,8944
Séné,47.6206,-2.7358,France,8944
Rāmnagar,32.8073,75.3112,India,8944
Indian Harbour Beach,28.1529,-80.5976,United States,8944
Czarna Białostocka,53.3,23.2833,Poland,8943
Yasenivskyi,48.1606,39.2175,Ukraine,8943
Açucena,-19.0667,-42.5333,Brazil,8943
Chitvel,14.1667,79.3333,India,8943
Winslow,35.0243,-110.7095,United States,8943
Nanmucun,25.1619,114.5559,China,8942
Ferryhill,54.69,-1.55,United Kingdom,8942
Munagāla,17.05,79.8333,India,8942
Harwood Heights,41.9663,-87.8057,United States,8942
Colméia,-8.7289,-48.765,Brazil,8941
Tena,4.6547,-74.39,Colombia,8941
Plön,54.1622,10.4214,Germany,8941
Corgao,15.7096,73.7497,India,8941
Bikkatti,11.3741,76.7513,India,8941
Esanai,11.3004,78.8314,India,8941
Mālior,25.39,87.8473,India,8941
Kotabommāli,18.5333,84.1667,India,8941
Yellanda,17.7929,79.5912,India,8941
Colorno,44.9333,10.3833,Italy,8941
Peebles,55.6519,-3.1889,United Kingdom,8940
Broughton Astley,52.5278,-1.2275,United Kingdom,8940
Bogota,40.8751,-74.0293,United States,8940
Almoloya del Río,19.1586,-99.4886,Mexico,8939
Viale,-31.8667,-60.0167,Argentina,8939
Tshabong,-26.02,22.4056,Botswana,8939
Bad Lauchstädt,51.3667,11.8333,Germany,8939
Borio,25.0344,87.5925,India,8939
Nawāda,25.5037,85.7325,India,8939
Rāmgarha,25.7983,84.9592,India,8939
Belma,12.87,74.84,India,8938
Juncos,18.2256,-65.9161,Puerto Rico,8938
Montagnana,45.2333,11.4611,Italy,8937
Ban Nikhom Phatthana,16.7242,99.9697,Thailand,8936
Caputira,-20.1667,-42.2667,Brazil,8936
Sampgaon,15.79,74.75,India,8936
Kafr Sajnah,35.5261,36.5886,Syria,8935
Khagaur,25.1744,86.1021,India,8935
Ladue,38.6377,-90.3815,United States,8934
Beaver Falls,40.7619,-80.3226,United States,8934
Chinna Kalaiyamputtūr,10.4714,77.4657,India,8933
Bestensee,52.25,13.65,Germany,8932
Glastonbury,51.1485,-2.714,United Kingdom,8932
Monteforte d’Alpone,45.4167,11.2833,Italy,8932
Thap Than,15.457,99.8959,Thailand,8931
Seddouk Oufella,36.6061,4.6389,Algeria,8931
Guttikonda,16.43,79.834,India,8931
Qashyr,53.0804,76.09,Kazakhstan,8931
Bni Sidel,35.1392,-3.1281,Morocco,8930
La Junta,28.4778,-107.3317,Mexico,8930
West Caln,40.0237,-75.8866,United States,8930
Hürtgenwald,50.71,6.3744,Germany,8929
Nunchía,5.6333,-72.2,Colombia,8928
Purcellville,39.1378,-77.711,United States,8928
Edgewater,38.9373,-76.5572,United States,8928
Zhur,42.1639,20.6211,Kosovo,8927
Neuhaus am Rennweg,50.5167,11.15,Germany,8927
Shahr-e Pīr,28.3122,54.3328,Iran,8927
Florø,61.5996,5.0328,Norway,8925
Monastyryshche,48.99,29.8011,Ukraine,8925
Horokhiv,50.4994,24.765,Ukraine,8925
Monistrol-sur-Loire,45.2933,4.1728,France,8925
Kovvali,16.7333,81.1667,India,8925
Gouvieux,49.1883,2.4169,France,8924
Balvādi,21.4412,75.223,India,8924
Castelnuovo Berardenga,43.3474,11.5044,Italy,8924
Vila Nova de Cerveira,41.9667,-8.6833,Portugal,8923
Sai Ngam,16.4669,99.8902,Thailand,8923
Cholavaram,13.2389,80.1627,India,8923
Kara-Bak,40.1583,70.8167,Kyrgyzstan,8923
Thị Trấn Đồng Đăng,21.9458,106.6967,Vietnam,8922
Libonik,40.75,20.7167,Albania,8922
Morières-lès-Avignon,43.9425,4.9053,France,8922
Edgewater Park,40.054,-74.9117,United States,8922
Mikhaylovsk,56.45,59.1333,Russia,8921
Rāmapattanam,10.7106,76.9183,India,8921
Hope,33.6682,-93.5895,United States,8921
Chirongui,-12.9344,45.1511,Mayotte,8920
Zawyat Sidi al Mekki,33.212,-7.717,Morocco,8920
Suoyarvi,62.0833,32.35,Russia,8920
Terra Nova,-8.23,-39.3758,Brazil,8920
Eslohe,51.25,8.1667,Germany,8920
Mangalpur Gudaria,26.6513,84.4832,India,8920
Nānguneri,8.4906,77.6588,India,8920
Māldah,25.174,85.7599,India,8920
Somero,60.6333,23.5167,Finland,8919
Khorāgāchhi,26.3344,87.5411,India,8919
Upper Leacock,40.0801,-76.1854,United States,8919
Village St. George,30.3598,-91.0672,United States,8919
Santa María del Tule,17.0465,-96.6363,Mexico,8918
Bayport,40.7461,-73.0546,United States,8918
Fair Lakes,38.853,-77.3885,United States,8918
Filottrano,43.4333,13.35,Italy,8917
Kui Buri,12.0702,99.8667,Thailand,8916
Florida,-36.8167,-72.6667,Chile,8916
Weilmünster,50.4333,8.3667,Germany,8916
Barhagarh,19.645,84.4079,India,8916
Asolo,45.8,11.9167,Italy,8916
Penaballi,17.2103,80.6978,India,8915
Kilānkundal,10.7543,77.7269,India,8915
Sępólno Krajeńskie,53.45,17.53,Poland,8914
Serafimovich,49.5833,42.7333,Russia,8914
Redlands,39.0886,-108.6582,United States,8914
